"DATE - HOUR",Reference_Number_1
"01-03-2023 07:50:24",67660799333
"01-03-2023 07:50:06",67660799349
"01-02-2023 19:34:16",67660799350
"01-03-2023 07:49:44",67660799367
"01-03-2023 07:49:30",67660799374
"01-03-2023 04:43:05",67660799395
"01-06-2023 05:43:58",67660799402
"01-03-2023 07:49:50",67660799425
"01-03-2023 04:00:00",67660799451
"01-03-2023 05:51:29",67660799467
"01-03-2023 07:14:41",67660799490
"01-03-2023 04:43:46",67660799499
"01-03-2023 07:50:01",67660799507
"01-10-2023 04:00:00",67660799533
"01-03-2023 09:32:30",67660799558
"01-04-2023 06:48:04",67660799575
"01-14-2023 04:00:00",67660799623
"01-03-2023 05:52:16",67660799672
"01-03-2023 04:00:00",67660799678
"01-03-2023 08:07:39",67660799802
"01-03-2023 13:23:00",67660799803
"01-05-2023 04:00:00",67660799826
"01-03-2023 06:01:14",67660799861
"01-03-2023 07:20:14",67660799876
"01-03-2023 08:07:23",67660799887
"01-03-2023 07:14:33",67660799899
"01-03-2023 07:20:18",67660799900
"01-14-2023 04:00:00",67660799903
"01-03-2023 05:10:16",67660799916
"01-03-2023 04:00:00",67660799958
"01-06-2023 05:40:08",67660799976
"01-03-2023 05:51:07",67660799983
"01-03-2023 05:51:15",67660799996
"01-02-2023 10:32:21",67660800082
"01-02-2023 10:32:53",67660800124
"01-03-2023 09:32:18",67660800134
"01-02-2023 10:32:46",67660800171
"01-03-2023 04:00:00",67660800187
"01-03-2023 05:10:14",67660800241
"01-03-2023 04:00:00",67660800259
"01-04-2023 06:47:54",67660800267
"01-03-2023 04:00:00",67660800283
"01-03-2023 04:00:00",67660800314
"01-03-2023 04:00:00",67660800315
"01-03-2023 04:00:00",67660800318
"01-03-2023 04:39:43",67660800337
"01-03-2023 04:00:00",67660800344
"01-03-2023 04:00:00",67660800351
"01-03-2023 04:00:00",67660800357
"01-09-2023 05:47:46",67660800364
"01-03-2023 08:38:41",67660800382
"01-06-2023 09:58:06",67660800424
"01-03-2023 04:00:00",67660800460
"01-03-2023 05:10:18",67660800463
"01-02-2023 19:47:39",67660800485
"01-03-2023 08:07:13",67660800514
"01-05-2023 04:00:00",67660800519
"01-09-2023 05:48:45",67660800562
"01-05-2023 04:00:00",67660800603
"01-03-2023 04:00:00",67660800773
"01-06-2023 05:41:19",67660800778
"01-03-2023 04:00:00",67660800800
"01-03-2023 04:46:57",67660800898
"01-03-2023 04:43:23",67660800942
"01-02-2023 19:47:52",67660800961
"01-03-2023 05:10:20",67660800970
"01-06-2023 05:41:11",67660801006
"01-03-2023 09:32:15",67660801013
"01-03-2023 05:52:01",67660801083
"01-03-2023 06:14:46",67660801143
"01-06-2023 05:41:00",67660801154
"01-03-2023 04:42:55",67660801223
"01-02-2023 10:31:45",67660801246
"01-03-2023 07:14:14",67660801291
"01-03-2023 07:03:34",67660801301
"01-03-2023 04:00:00",67660801313
"01-02-2023 19:47:33",67660801343
"01-02-2023 10:32:40",67660801373
"01-03-2023 09:34:38",67660801380
"01-03-2023 08:33:28",67660801423
"01-06-2023 05:43:35",67660801425
"01-03-2023 07:49:02",67660801445
"01-03-2023 05:51:54",67660801506
"01-03-2023 07:14:11",67660801539
"01-03-2023 08:32:53",67660801548
"01-03-2023 04:00:00",67660801589
"01-05-2023 08:42:51",67660801612
"01-02-2023 10:32:09",67660801637
"01-03-2023 07:49:09",67660801664
"01-03-2023 09:34:43",67660801700
"01-04-2023 06:51:36",67660801708
"01-06-2023 05:43:47",67660801766
"01-03-2023 07:14:38",67660801951
"01-03-2023 07:20:17",67660801953
"01-05-2023 08:44:26",67660801973
"01-05-2023 08:44:05",67660802008
"01-04-2023 06:47:58",67660802010
"01-02-2023 10:31:51",67660802021
"01-03-2023 07:03:41",67660802099
"01-03-2023 08:33:03",67660802110
"01-03-2023 06:01:07",67660802111
"01-03-2023 04:00:00",67660802118
"01-05-2023 08:15:04",67660802172
"01-02-2023 10:32:12",67660802242
"01-03-2023 05:51:19",67660802277
"01-03-2023 05:52:24",67660802288
"01-03-2023 09:33:10",67660802387
"01-03-2023 05:51:40",67660802388
"01-03-2023 05:10:30",67660802419
"01-03-2023 05:52:26",67660802440
"01-02-2023 19:37:18",67660802445
"01-03-2023 04:43:38",67660802448
"01-10-2023 06:56:00",67660802481
"01-02-2023 10:31:43",67660802519
"01-06-2023 05:41:08",67660802555
"01-06-2023 05:41:02",67660802573
"01-03-2023 05:52:19",67660802629
"01-05-2023 04:00:00",67660802690
"01-07-2023 05:41:35",67660802790
"01-03-2023 05:52:32",67660802811
"01-06-2023 05:40:25",67660802853
"01-03-2023 07:14:18",67660802866
"01-03-2023 04:40:29",67660802879
"01-06-2023 05:40:56",67660802888
"01-03-2023 04:00:00",67660802891
"01-03-2023 05:51:10",67660802936
"01-02-2023 10:31:56",67660802976
"01-02-2023 10:32:17",67660802983
"01-03-2023 09:34:40",67660802989
"01-03-2023 08:07:18",67660802997
"01-06-2023 05:40:22",67660803017
"01-04-2023 06:48:09",67660803046
"01-02-2023 19:33:45",67660803082
"01-03-2023 04:00:00",67660803145
"01-06-2023 05:43:45",67660803148
"01-03-2023 07:49:27",67660803166
"01-04-2023 06:51:39",67660803168
"01-02-2023 10:31:49",67660803194
"01-03-2023 13:22:50",67660803220
"01-03-2023 07:49:40",67660803225
"01-04-2023 06:51:48",67660803239
"01-03-2023 07:49:19",67660803240
"01-09-2023 05:47:37",67660803288
"01-02-2023 10:32:51",67660803316
"01-06-2023 05:40:28",67660803335
"01-02-2023 10:32:43",67660803437
"01-03-2023 04:00:00",67660803545
"01-03-2023 07:03:47",67660803627
"01-03-2023 08:07:34",67660803655
"01-03-2023 06:01:16",67660803703
"01-03-2023 04:40:23",67660803765
"01-06-2023 05:41:14",67660803772
"01-03-2023 04:00:00",67660803826
"01-09-2023 05:48:57",67660803849
"01-03-2023 07:03:31",67660803851
"01-03-2023 04:39:31",67660803868
"01-03-2023 04:00:00",67660803902
"01-03-2023 04:39:50",67660803917
"01-02-2023 10:31:37",67660803932
"01-07-2023 16:25:18",67660803945
"01-05-2023 04:00:00",67660803954
"01-03-2023 04:43:19",67660804027
"01-02-2023 10:32:57",67660804034
"01-02-2023 10:32:36",67660804041
"01-03-2023 09:34:05",67660804042
"01-03-2023 08:08:36",67660804107
"01-03-2023 09:32:27",67660804109
"01-05-2023 08:27:08",67660804153
"01-03-2023 05:26:47",67660804194
"01-05-2023 04:00:00",67660804200
"01-03-2023 08:06:51",67660804212
"01-02-2023 10:32:29",67660804254
"01-10-2023 04:00:00",67660804291
"01-03-2023 05:52:50",67660804304
"01-03-2023 05:52:46",67660804339
"01-03-2023 04:00:00",67660804382
"01-03-2023 04:00:00",67660804393
"01-03-2023 06:21:49",67660804476
"01-03-2023 08:07:28",67660804486
"01-03-2023 04:43:36",67660804502
"01-03-2023 05:51:24",67660804514
"01-03-2023 04:47:42",67660804526
"01-03-2023 04:45:43",67660804529
"01-09-2023 05:48:28",67660804576
"01-06-2023 05:43:27",67660804584
"01-02-2023 10:32:01",67660804598
"01-03-2023 04:00:00",67660804619
"01-02-2023 10:31:39",67660804666
"01-04-2023 06:47:38",67660804668
"01-03-2023 04:00:00",67660804714
"01-03-2023 04:00:00",67660804773
"01-03-2023 04:39:21",67660804848
"01-03-2023 05:10:24",67660804969
"01-03-2023 04:39:09",67660804999
"01-03-2023 04:39:13",67660805023
"01-05-2023 08:43:43",67660805075
"01-03-2023 07:05:16",67660805137
"01-03-2023 05:10:28",67660805144
"01-02-2023 10:32:28",67660805165
"01-03-2023 06:14:44",67660805175
"01-03-2023 09:32:42",67660805197
"01-06-2023 05:41:23",67660805200
"01-06-2023 05:43:43",67660805243
"01-02-2023 19:48:48",67660805325
"01-03-2023 05:10:32",67660805340
"01-12-2023 05:23:07",67660805350
"01-06-2023 05:40:34",67660805363
"01-03-2023 09:33:55",67660805365
"01-02-2023 19:48:54",67660805373
"01-02-2023 10:30:22",67660805382
"01-02-2023 10:32:23",67660805384
"01-03-2023 05:51:34",67660805426
"01-02-2023 19:47:41",67660805461
"01-03-2023 09:33:06",67660805464
"01-03-2023 05:52:43",67660805475
"01-04-2023 09:50:35",67660805478
"01-03-2023 05:52:40",67660805569
"01-05-2023 04:00:00",67660805600
"01-05-2023 05:50:57",67660805614
"01-05-2023 04:00:00",67660805739
"01-03-2023 04:39:25",67660805774
"01-03-2023 07:49:58",67660805810
"01-03-2023 09:33:50",67660805815
"01-09-2023 07:22:03",67660805824
"01-09-2023 05:47:51",67660805862
"01-02-2023 19:47:13",67660806009
"01-03-2023 13:38:31",67660806040
"01-03-2023 04:43:10",67660806079
"01-03-2023 04:00:00",67660806088
"01-07-2023 16:25:09",67660806120
"01-03-2023 07:14:05",67660806134
"01-03-2023 07:14:21",67660806157
"01-02-2023 10:32:05",67660806190
"01-06-2023 05:41:06",67660806212
"01-03-2023 04:45:00",67660806320
"01-02-2023 10:32:34",67660806332
"01-06-2023 05:43:52",67660806333
"01-03-2023 04:44:57",67660806350
"01-07-2023 16:25:22",67660806365
"01-03-2023 07:50:48",67660806406
"01-06-2023 05:40:16",67660806453
"01-03-2023 05:51:22",67660806459
"01-09-2023 05:18:48",67660806487
"01-03-2023 05:51:26",67660806500
"01-03-2023 04:00:00",67660806523
"01-07-2023 05:40:37",67660806546
"01-03-2023 13:39:24",67660806552
"01-06-2023 05:41:26",67660806573
"01-03-2023 04:00:00",67660806577
"01-03-2023 05:51:36",67660806602
"01-06-2023 05:43:38",67660806627
"01-02-2023 09:52:13",67660806635
"01-02-2023 19:25:27",67660806688
"01-02-2023 09:52:00",67660806698
"01-03-2023 13:40:14",67660806700
"01-03-2023 05:47:56",67660806738
"01-03-2023 04:47:38",67660806740
"01-03-2023 04:41:24",67660806750
"01-03-2023 05:23:41",67660806757
"01-03-2023 04:43:16",67660806760
"01-03-2023 05:33:27",67660806763
"01-03-2023 08:03:05",67660806765
"01-03-2023 09:32:31",67660806775
"01-03-2023 13:39:17",67660806776
"01-18-2023 12:06:11",67660806783
"01-03-2023 09:54:58",67660806790
"01-04-2023 06:51:42",67660806793
"01-03-2023 07:13:50",67660806814
"01-05-2023 07:32:35",67660806817
"01-02-2023 19:30:34",67660806832
"01-03-2023 05:48:16",67660806835
"01-09-2023 04:00:00",67660806849
"01-05-2023 08:43:45",67660806853
"01-03-2023 04:00:00",67660806857
"01-03-2023 05:49:02",67660806861
"01-06-2023 18:16:42",67660806863
"01-03-2023 05:49:01",67660806868
"01-04-2023 09:50:49",67660806869
"01-02-2023 19:33:43",67660806873
"01-03-2023 13:40:55",67660806874
"01-03-2023 13:20:35",67660806884
"01-03-2023 04:00:00",67660806885
"01-03-2023 05:11:11",67660806886
"01-02-2023 09:51:59",67660806889
"01-03-2023 04:00:00",67660806891
"01-04-2023 09:50:52",67660806893
"01-03-2023 04:00:00",67660806897
"01-03-2023 05:48:59",67660806904
"01-03-2023 09:52:47",67660806909
"01-03-2023 04:00:00",67660806914
"01-02-2023 09:52:28",67660806915
"01-02-2023 09:52:37",67660806916
"01-03-2023 09:51:00",67660806917
"01-03-2023 09:53:19",67660806919
"01-06-2023 04:00:00",67660806927
"01-03-2023 04:41:44",67660806931
"01-02-2023 09:52:21",67660806932
"01-03-2023 05:25:50",67660806933
"01-02-2023 19:33:54",67660806938
"01-02-2023 09:52:02",67660806943
"01-03-2023 04:40:18",67660806945
"01-02-2023 19:34:27",67660806948
"01-04-2023 06:11:28",67660806950
"01-02-2023 10:30:40",67660806952
"01-03-2023 04:41:18",67660806953
"01-06-2023 04:08:41",67660806959
"01-03-2023 04:00:00",67660806967
"01-03-2023 04:03:25",67660806970
"01-03-2023 09:59:54",67660806977
"01-03-2023 06:13:14",67660806978
"01-03-2023 05:48:04",67660806984
"01-03-2023 04:00:00",67660806987
"01-04-2023 09:50:27",67660806988
"01-03-2023 05:52:48",67660806989
"01-03-2023 05:49:04",67660806990
"01-03-2023 09:52:21",67660806995
"01-03-2023 04:00:00",67660807010
"01-03-2023 09:34:48",67660807016
"01-03-2023 05:49:29",67660807017
"01-05-2023 04:00:00",67660807018
"01-03-2023 04:00:00",67660807019
"01-03-2023 05:47:53",67660807022
"01-03-2023 08:01:53",67660807025
"01-02-2023 09:52:32",67660807026
"01-03-2023 09:52:30",67660807027
"01-03-2023 09:52:19",67660807031
"01-02-2023 19:34:40",67660807032
"01-02-2023 10:31:20",67660807042
"01-03-2023 06:02:02",67660807044
"01-03-2023 04:00:00",67660807047
"01-02-2023 09:52:23",67660807049
"01-05-2023 08:43:14",67660807052
"01-03-2023 05:37:37",67660807055
"01-04-2023 06:09:32",67660807056
"01-03-2023 07:26:46",67660807058
"01-02-2023 09:51:57",67660807069
"01-03-2023 04:00:00",67660807080
"01-03-2023 04:41:58",67660807084
"01-03-2023 04:00:00",67660807088
"01-02-2023 09:52:19",67660807089
"01-02-2023 19:33:11",67660807092
"01-05-2023 08:42:58",67660807093
"01-03-2023 05:10:57",67660807094
"01-06-2023 04:07:32",67660807100
"01-02-2023 09:52:30",67660807102
"01-02-2023 10:31:03",67660807106
"01-03-2023 04:00:00",67660807110
"01-03-2023 05:39:37",67660807111
"01-03-2023 04:00:00",67660807116
"01-02-2023 09:52:16",67660807117
"01-03-2023 05:49:31",67660807119
"01-03-2023 04:40:59",67660807120
"01-06-2023 08:09:19",67660807121
"01-03-2023 04:00:00",67660807127
"01-03-2023 05:49:05",67660807131
"01-04-2023 09:50:30",67660807132
"01-02-2023 09:52:06",67660807138
"01-03-2023 09:51:54",67660807139
"01-02-2023 19:34:11",67660807144
"01-02-2023 09:52:26",67660807145
"01-03-2023 09:53:05",67660807153
"01-02-2023 19:33:50",67660807157
"01-03-2023 09:54:09",67660807161
"01-03-2023 05:40:28",67660807169
"01-03-2023 06:13:29",67660807171
"01-02-2023 09:52:04",67660807173
"01-03-2023 13:19:36",67660807174
"01-03-2023 04:00:00",67660807175
"01-03-2023 04:00:00",67660807176
"01-03-2023 04:47:25",67660807180
"01-09-2023 05:49:04",67660807182
"01-06-2023 19:41:08",67660807183
"01-03-2023 04:00:00",67660807186
"01-03-2023 04:46:48",67660807187
"01-03-2023 04:44:32",67660807195
"01-03-2023 08:03:56",67660807200
"01-02-2023 09:52:35",67660807204
"01-02-2023 10:30:25",67660807210
"01-04-2023 09:50:37",67660807215
"01-04-2023 09:51:04",67660807218
"01-03-2023 09:34:55",67660807219
"01-03-2023 06:12:48",67660807221
"01-03-2023 04:00:00",67660807231
"01-06-2023 04:08:44",67660807242
"01-03-2023 09:55:00",67660807245
"01-02-2023 09:52:11",67660807246
"01-03-2023 04:00:00",67660807257
"01-03-2023 08:05:34",67660807259
"01-03-2023 04:00:00",67660807260
"01-03-2023 08:01:40",67660807265
"01-03-2023 06:12:07",67660807266
"01-03-2023 09:33:21",67660807267
"01-02-2023 10:31:24",67660807268
"01-02-2023 10:31:22",67660807273
"01-03-2023 13:42:17",67660807275
"01-04-2023 06:51:56",67660807278
"01-06-2023 08:03:23",67660807279
"01-03-2023 13:42:05",67660807282
"01-03-2023 09:34:53",67660807285
"01-03-2023 08:04:08",67660807288
"01-05-2023 07:27:27",67660807295
"01-03-2023 05:40:15",67660807304
"01-03-2023 08:04:43",67660807306
"01-03-2023 07:13:16",67660807307
"01-03-2023 09:33:08",67660807308
"01-02-2023 09:49:46",67660807312
"01-03-2023 04:50:30",67660807318
"01-04-2023 09:52:31",67660807321
"01-03-2023 04:40:45",67660807333
"01-03-2023 04:40:03",67660807334
"01-02-2023 09:51:43",67660807335
"01-03-2023 04:00:00",67660807337
"01-05-2023 08:11:28",67660807338
"01-03-2023 04:48:17",67660807345
"01-02-2023 19:34:30",67660807355
"01-03-2023 06:13:11",67660807356
"01-03-2023 13:40:40",67660807359
"01-03-2023 04:00:00",67660807366
"01-09-2023 08:25:46",67660807371
"01-06-2023 19:38:35",67660807372
"01-02-2023 09:51:48",67660807373
"01-02-2023 09:51:53",67660807374
"01-03-2023 09:53:10",67660807377
"01-03-2023 13:42:13",67660807379
"01-09-2023 05:48:20",67660807398
"01-03-2023 09:33:12",67660807399
"01-03-2023 09:32:34",67660807400
"01-03-2023 13:20:22",67660807402
"01-03-2023 13:40:32",67660807411
"01-02-2023 09:51:45",67660807416
"01-03-2023 13:15:25",67660807422
"01-03-2023 09:53:08",67660807433
"01-06-2023 19:44:04",67660807442
"01-03-2023 04:00:00",67660807446
"01-03-2023 04:00:00",67660807453
"01-02-2023 10:31:09",67660807460
"01-06-2023 19:43:48",67660807463
"01-03-2023 08:03:19",67660807473
"01-03-2023 13:40:19",67660807474
"01-03-2023 05:39:43",67660807492
"01-03-2023 04:00:00",67660807493
"01-03-2023 04:00:00",67660807494
"01-03-2023 05:28:02",67660807495
"01-03-2023 13:14:55",67660807500
"01-03-2023 05:49:22",67660807506
"01-03-2023 04:00:00",67660807517
"01-06-2023 19:44:44",67660807537
"01-02-2023 19:30:42",67660807554
"01-02-2023 09:51:24",67660807581
"01-03-2023 13:15:09",67660807593
"01-02-2023 09:51:21",67660807594
"01-02-2023 19:34:23",67660807610
"01-03-2023 13:41:52",67660807630
"01-15-2023 06:22:55",67660807639
"01-03-2023 06:13:18",67660807646
"01-07-2023 04:23:06",67660807652
"01-03-2023 13:41:04",67660807656
"01-03-2023 09:51:34",67660807665
"01-03-2023 04:40:41",67660807676
"01-02-2023 19:37:07",67660807728
"01-06-2023 19:41:19",67660807756
"01-02-2023 09:51:13",67660807761
"01-02-2023 09:50:15",67660807770
"01-06-2023 19:39:12",67660807775
"01-02-2023 09:49:43",67660807776
"01-03-2023 04:00:00",67660807779
"01-03-2023 05:10:43",67660807781
"01-03-2023 05:51:51",67660807788
"01-02-2023 09:51:20",67660807794
"01-02-2023 19:37:01",67660807795
"01-03-2023 07:14:14",67660807796
"01-03-2023 07:24:00",67660807804
"01-03-2023 13:13:55",67660807811
"01-03-2023 04:00:00",67660807816
"01-03-2023 04:00:00",67660807819
"01-03-2023 08:01:29",67660807824
"01-03-2023 09:50:18",67660807830
"01-02-2023 19:48:18",67660807833
"01-03-2023 04:00:00",67660807842
"01-03-2023 07:21:43",67660807850
"01-02-2023 10:30:30",67660807853
"01-03-2023 09:32:23",67660807856
"01-02-2023 09:51:40",67660807857
"01-03-2023 13:41:23",67660807858
"01-03-2023 13:40:51",67660807863
"01-02-2023 19:34:46",67660807868
"01-02-2023 09:51:55",67660807875
"01-05-2023 05:35:41",67660807877
"01-02-2023 19:29:44",67660807878
"01-03-2023 06:12:14",67660807884
"01-03-2023 08:04:37",67660807900
"01-03-2023 09:52:17",67660807903
"01-03-2023 07:21:46",67660807906
"01-03-2023 04:42:31",67660807915
"01-05-2023 04:00:00",67660807921
"01-02-2023 19:34:33",67660807923
"01-09-2023 05:47:13",67660807928
"01-03-2023 08:28:18",67660807933
"01-06-2023 19:45:13",67660807935
"01-02-2023 09:51:38",67660807941
"01-02-2023 10:31:18",67660807943
"01-03-2023 08:01:59",67660807949
"01-06-2023 07:10:44",67660807950
"01-03-2023 08:05:28",67660807954
"01-03-2023 05:39:47",67660807962
"01-03-2023 08:36:29",67660807964
"01-03-2023 04:00:00",67660807965
"01-03-2023 08:02:12",67660807969
"01-05-2023 08:42:40",67660807974
"01-03-2023 06:13:00",67660807976
"01-02-2023 19:25:22",67660807982
"01-02-2023 09:51:28",67660807983
"01-03-2023 04:00:00",67660807984
"01-02-2023 19:35:01",67660807990
"01-03-2023 05:48:11",67660807991
"01-03-2023 08:04:49",67660807993
"01-03-2023 09:50:11",67660807994
"01-02-2023 09:50:10",67660807996
"01-03-2023 04:46:10",67660807997
"01-02-2023 09:51:34",67660808001
"01-03-2023 09:52:50",67660808008
"01-02-2023 10:31:01",67660808015
"01-02-2023 09:50:01",67660808022
"01-03-2023 13:40:11",67660808030
"01-02-2023 09:50:42",67660808033
"01-03-2023 05:16:17",67660808039
"01-03-2023 04:00:00",67660808046
"01-02-2023 10:31:15",67660808053
"01-04-2023 06:39:22",67660808055
"01-02-2023 09:51:36",67660808062
"01-03-2023 04:44:23",67660808066
"01-03-2023 13:40:23",67660808075
"01-06-2023 06:59:04",67660808083
"01-03-2023 04:00:00",67660808086
"01-02-2023 09:51:51",67660808089
"01-04-2023 06:35:32",67660808093
"01-03-2023 04:46:42",67660808094
"01-02-2023 10:31:30",67660808098
"01-05-2023 05:36:56",67660808099
"01-03-2023 08:02:56",67660808103
"01-02-2023 19:45:50",67660808105
"01-03-2023 07:14:47",67660808107
"01-03-2023 09:50:20",67660808112
"01-06-2023 19:43:55",67660808118
"01-02-2023 19:36:30",67660808137
"01-03-2023 09:53:58",67660808138
"01-06-2023 04:07:27",67660808146
"01-04-2023 09:50:40",67660808149
"01-03-2023 08:30:47",67660808150
"01-03-2023 05:49:24",67660808172
"01-02-2023 09:49:22",67660808185
"01-03-2023 09:50:56",67660808190
"01-03-2023 09:34:20",67660808195
"01-03-2023 08:03:10",67660808198
"01-03-2023 04:00:00",67660808199
"01-04-2023 06:46:24",67660808200
"01-03-2023 05:51:39",67660808204
"01-03-2023 04:00:00",67660808205
"01-03-2023 04:49:08",67660808212
"01-02-2023 09:50:03",67660808214
"01-03-2023 04:00:00",67660808217
"01-03-2023 04:00:00",67660808219
"01-03-2023 04:00:00",67660808222
"01-03-2023 04:00:00",67660808224
"01-03-2023 08:02:38",67660808227
"01-03-2023 04:41:49",67660808234
"01-05-2023 08:42:43",67660808237
"01-03-2023 08:02:24",67660808248
"01-03-2023 09:54:56",67660808253
"01-03-2023 06:12:34",67660808262
"01-03-2023 13:40:46",67660808263
"01-03-2023 08:02:31",67660808265
"01-03-2023 05:11:02",67660808272
"01-03-2023 05:40:25",67660808279
"01-03-2023 08:03:37",67660808281
"01-03-2023 04:40:55",67660808287
"01-02-2023 09:51:17",67660808289
"01-03-2023 05:28:09",67660808291
"01-03-2023 13:41:37",67660808294
"01-02-2023 09:50:17",67660808295
"01-03-2023 09:50:30",67660808303
"01-04-2023 09:52:26",67660808305
"01-03-2023 04:00:00",67660808321
"01-03-2023 04:44:01",67660808327
"01-03-2023 13:42:29",67660808329
"01-02-2023 10:30:37",67660808332
"01-03-2023 13:42:23",67660808335
"01-03-2023 06:01:11",67660808339
"01-03-2023 09:51:08",67660808343
"01-03-2023 06:01:04",67660808351
"01-03-2023 08:04:48",67660808354
"01-03-2023 09:54:21",67660808359
"01-03-2023 09:54:59",67660808363
"01-03-2023 04:41:05",67660808365
"01-03-2023 05:51:49",67660808371
"01-04-2023 09:50:42",67660808380
"01-03-2023 07:22:48",67660808383
"01-02-2023 09:51:15",67660808391
"01-03-2023 09:52:54",67660808407
"01-03-2023 06:12:12",67660808419
"01-03-2023 05:48:14",67660808429
"01-02-2023 09:51:11",67660808446
"01-02-2023 10:31:27",67660808461
"01-02-2023 19:33:47",67660808466
"01-03-2023 09:50:01",67660808471
"01-02-2023 09:50:29",67660808476
"01-03-2023 05:40:38",67660808478
"01-02-2023 09:50:26",67660808481
"01-02-2023 10:30:53",67660808483
"01-09-2023 05:48:03",67660808487
"01-07-2023 16:26:10",67660808488
"01-03-2023 04:00:00",67660808497
"01-02-2023 09:50:45",67660808501
"01-03-2023 05:51:47",67660808503
"01-03-2023 06:12:16",67660808504
"01-03-2023 05:52:53",67660808506
"01-03-2023 05:49:27",67660808508
"01-03-2023 05:10:41",67660808510
"01-03-2023 09:54:01",67660808529
"01-03-2023 08:04:58",67660808536
"01-03-2023 13:41:44",67660808547
"01-03-2023 04:00:00",67660808556
"01-03-2023 09:34:50",67660808558
"01-02-2023 09:51:07",67660808563
"01-03-2023 13:19:29",67660808567
"01-03-2023 08:05:22",67660808570
"01-04-2023 06:51:31",67660808573
"01-06-2023 05:26:21",67660808575
"01-03-2023 04:00:00",67660808578
"01-04-2023 07:04:55",67660808579
"01-03-2023 05:47:51",67660808582
"01-02-2023 19:34:00",67660808583
"01-03-2023 08:28:47",67660808588
"01-02-2023 19:34:57",67660808599
"01-03-2023 13:41:00",67660808601
"01-03-2023 05:40:30",67660808604
"01-03-2023 05:48:17",67660808615
"01-03-2023 04:45:17",67660808616
"01-03-2023 07:16:01",67660808624
"01-03-2023 13:41:58",67660808629
"01-03-2023 04:00:00",67660808633
"01-02-2023 10:30:34",67660808645
"01-03-2023 06:12:31",67660808667
"01-03-2023 09:33:53",67660808668
"01-04-2023 09:52:36",67660808669
"01-04-2023 09:50:47",67660808673
"01-03-2023 13:41:41",67660808675
"01-02-2023 09:50:32",67660808679
"01-02-2023 19:34:07",67660808685
"01-03-2023 08:04:13",67660808689
"01-03-2023 04:45:31",67660808695
"01-03-2023 09:51:14",67660808702
"01-02-2023 19:36:36",67660808718
"01-03-2023 04:00:00",67660808722
"01-02-2023 09:50:52",67660808728
"01-03-2023 13:41:14",67660808729
"01-03-2023 07:00:20",67660808732
"01-02-2023 09:50:08",67660808733
"01-03-2023 04:00:00",67660808744
"01-05-2023 04:00:00",67660808748
"01-03-2023 09:52:08",67660808750
"01-04-2023 09:52:46",67660808753
"01-02-2023 19:37:56",67660808762
"01-03-2023 04:00:00",67660808765
"01-02-2023 19:34:53",67660808769
"01-02-2023 19:33:57",67660808772
"01-03-2023 13:42:01",67660808774
"01-02-2023 09:52:08",67660808778
"01-03-2023 04:00:00",67660808779
"01-03-2023 04:00:00",67660808780
"01-03-2023 09:53:13",67660808782
